"ID","PEN","LACT","Event","DIM","Date","Remark","R","T","B","Protocols","Technician",
       798 ,     8 ,   4 ,SOLD       ,  67 ,10/17/23,LOW MILK        ,  ,   ,  ,                ,,
       798 ,     2 ,   4 ,MOVE       ,  67 ,10/17/23,F002T008        ,  ,   ,  ,                ,,
       799 ,     3 ,   4 ,MOVE       ,  47 ,08/08/23,F003T001        ,  ,   ,  ,                ,,
       799 ,     1 ,   4 ,PREG       ,  57 ,08/18/23,29NR12195       ,P ,15 ,A ,                ,James,
       800 ,     3 ,   4 ,LAB        ,  18 ,07/14/23,EXT             ,  ,   ,  ,                ,,
       800 ,     3 ,   4 ,LAME       ,  35 ,07/31/23,RR W            ,  ,   ,  ,                ,,
       800 ,     3 ,   4 ,MOVE       ,  43 ,08/08/23,F003T001        ,  ,   ,  ,                ,,
       800 ,     1 ,   4 ,OPEN       , 102 ,10/06/23,528J4887        ,O ,15 ,A ,                ,James,
       800 ,     1 ,   4 ,LAB        , 131 ,11/04/23,ERE             ,  ,   ,  ,                ,,
       800 ,     1 ,   4 ,OPEN       , 146 ,11/19/23,252NR12195      ,O , 4 ,A ,                ,Relief,
       800 ,     1 ,   4 ,OPEN       , 171 ,12/14/23,252NR12241      ,O ,15 ,A ,                ,James,
       800 ,     1 ,   4 ,OPEN       , 193 ,01/05/24,252NR12241      ,O ,15 ,L ,                ,James,
       800 ,     1 ,   4 ,OPEN       , 216 ,01/28/24,252NR12241      ,O ,15 ,A ,                ,James,
       800 ,     1 ,   4 ,LAME       , 231 ,02/12/24,LR W            ,  ,   ,  ,                ,,
       800 ,     1 ,   4 ,BRED       , 239 ,02/20/24,252NR12241      ,- ,15 ,A ,                ,James,
       802 ,     2 ,   3 ,LAME       , 232 ,08/07/23,RF A            ,  ,   ,  ,                ,,
       802 ,     2 ,   3 ,DRY        , 271 ,09/15/23,                ,  ,   ,  ,                ,,
       802 ,    10 ,   3 ,CUDMV      , 298 ,10/12/23,                ,  ,   ,  ,                ,,
       802 ,    11 ,   4 ,FRESH      ,   0 ,11/21/23,                ,  ,   ,  ,                ,,
       802 ,     3 ,   4 ,MOVE       ,  43 ,01/03/24,F003T002        ,  ,   ,  ,                ,,
       802 ,     2 ,   4 ,OPEN       ,  79 ,02/08/24,252NR12241      ,O , 4 ,A ,                ,Relief,
       802 ,     2 ,   4 ,BRED       , 101 ,03/01/24,252NR12241      ,- ,15 ,C ,                ,James,
       804 ,     3 ,   4 ,MOVE       ,  46 ,08/08/23,F003T001        ,  ,   ,  ,                ,,
       804 ,     1 ,   4 ,PREG       ,  55 ,08/17/23,29NR12195       ,P ,15 ,A ,                ,James,
       806 ,    11 ,   4 ,FRESH      ,   0 ,09/21/23,                ,  ,   ,  ,                ,,
       806 ,     3 ,   4 ,MOVE       ,  43 ,11/03/23,F003T004        ,  ,   ,  ,                ,,
       806 ,     4 ,   4 ,OPEN       ,  73 ,12/03/23,29NR12241       ,O ,15 ,A ,                ,James,
       806 ,     4 ,   4 ,OPEN       , 120 ,01/19/24,29NR12241       ,O ,15 ,A ,                ,James,
       806 ,     4 ,   4 ,BRED       , 141 ,02/09/24,29NR12241       ,- ,15 ,C ,                ,James,
       811 ,    11 ,   4 ,FRESH      ,   0 ,07/22/23,                ,  ,   ,  ,                ,,
       811 ,     3 ,   4 ,MAST       ,   3 ,07/25/23,RRBLOOD         ,  ,   ,  ,                ,,
       811 ,     7 ,   4 ,LAB        ,  20 ,08/11/23,ERE             ,  ,   ,  ,                ,,
       811 ,     7 ,   4 ,LAB        ,  67 ,09/27/23,ERE             ,  ,   ,  ,                ,,
       811 ,     7 ,   4 ,OPEN       ,  68 ,09/28/23,528J5008        ,O ,15 ,A ,                ,James,
       811 ,     5 ,   4 ,OPEN       ,  94 ,10/24/23,11AN1504        ,O ,15 ,L ,                ,James,
       811 ,     5 ,   4 ,PREG       , 119 ,11/18/23,252NR12195      ,P , 4 ,A ,                ,Relief,
       816 ,     4 ,   3 ,SOLD       , 288 ,10/12/23,FOOT            ,  ,   ,  ,                ,,
       817 ,     5 ,   3 ,OPEN       , 119 ,09/22/23,528J5008        ,O ,15 ,A ,                ,James,
       817 ,     5 ,   3 ,OPEN       , 162 ,11/04/23,29NR12195       ,O ,15 ,A ,                ,James,
       817 ,     5 ,   3 ,OPEN       , 185 ,11/27/23,528J4887        ,O ,15 ,E ,                ,James,
       817 ,     5 ,   3 ,OPEN       , 205 ,12/17/23,528J4887        ,O ,15 ,A ,                ,James,
       817 ,     5 ,   3 ,OPEN       , 228 ,01/09/24,528J5008        ,O ,15 ,A ,                ,James,
       817 ,     5 ,   3 ,OPEN       , 248 ,01/29/24,528J5008        ,O ,15 ,A ,                ,James,
       817 ,     5 ,   3 ,BRED       , 267 ,02/17/24,HEX             ,- ,15 ,E ,                ,James,
       821 ,     2 ,   3 ,PREG       , 132 ,07/22/23,11AN2277        ,P ,15 ,A ,                ,James,
       821 ,     2 ,   3 ,MOVE       , 235 ,11/02/23,F002T001        ,  ,   ,  ,                ,,
       821 ,     1 ,   3 ,DRY        , 354 ,02/29/24,                ,  ,   ,  ,                ,,
       824 ,     2 ,   3 ,LAME       , 281 ,09/25/23,LR W            ,  ,   ,  ,                ,,
       824 ,     2 ,   3 ,DRY        , 284 ,09/28/23,                ,  ,   ,  ,                ,,
       824 ,    10 ,   3 ,CUDMV      , 318 ,11/01/23,                ,  ,   ,  ,                ,,
       824 ,    11 ,   4 ,FRESH      ,   0 ,11/25/23,                ,  ,   ,  ,                ,,
       824 ,     3 ,   4 ,LAB        ,   1 ,11/26/23,PASTE           ,  ,   ,  ,                ,,
       824 ,     3 ,   4 ,LAB        ,   1 ,11/26/23,R               ,  ,   ,  ,                ,,
       824 ,     3 ,   4 ,MOVE       ,  44 ,01/08/24,F003T002        ,  ,   ,  ,                ,,
       824 ,     2 ,   4 ,BRED       ,  90 ,02/23/24,252NR12241      ,- ,15 ,C ,                ,James,
       826 ,     2 ,   4 ,OPEN       ,  69 ,07/30/23,29NR12222       ,O ,15 ,A ,                ,James,
       826 ,     2 ,   4 ,OPEN       , 106 ,09/05/23,29NR12195       ,O ,15 ,A ,                ,James,
       826 ,     2 ,   4 ,OPEN       , 124 ,09/23/23,11AN1504        ,O ,15 ,A ,                ,James,
       826 ,     2 ,   4 ,OPEN       , 148 ,10/17/23,11AN1504        ,O ,15 ,A ,                ,James,
       826 ,     2 ,   4 ,OPEN       , 205 ,12/13/23,252NR12241      ,O ,15 ,L ,                ,James,
       826 ,     2 ,   4 ,OPEN       , 221 ,12/29/23,252NR12241      ,O ,15 ,L ,                ,James,
       826 ,     2 ,   4 ,PREG       , 237 ,01/14/24,252NR12241      ,P , 4 ,A ,                ,Relief,
       827 ,     5 ,   3 ,LAME       ,  60 ,09/25/23,RR W            ,  ,   ,  ,                ,,
       827 ,     5 ,   3 ,OPEN       ,  80 ,10/15/23,528J4887        ,O ,15 ,A ,                ,James,
       827 ,     5 ,   3 ,OPEN       , 155 ,12/29/23,528J5008        ,O ,15 ,A ,                ,James,
       827 ,     5 ,   3 ,BRED       , 176 ,01/19/24,528J5008        ,- ,15 ,A ,                ,James,
       827 ,     5 ,   3 ,LAB        , 178 ,01/21/24,MASTALER        ,  ,   ,  ,                ,,
       827 ,     5 ,   3 ,MOVE       , 187 ,01/30/24,F005T015        ,  ,   ,  ,                ,,
       827 ,    15 ,   3 ,SOLD       , 189 ,02/01/24,LOW MILK        ,  ,   ,  ,                ,,
       829 ,    11 ,   4 ,FRESH      ,   0 ,07/22/23,                ,  ,   ,  ,                ,,
       829 ,     3 ,   4 ,LAB        ,   2 ,07/24/23,PASTE E         ,  ,   ,  ,                ,,
       829 ,     3 ,   4 ,METR       ,   6 ,07/28/23,                ,  ,   ,  ,                ,,
       829 ,     3 ,   4 ,METR       ,  12 ,08/03/23,                ,  ,   ,  ,                ,,
       829 ,     3 ,   4 ,MOVE       ,  36 ,08/27/23,F003T001        ,  ,   ,  ,                ,,
       829 ,     1 ,   4 ,OPEN       ,  72 ,10/02/23,528J4887        ,O ,15 ,A ,                ,James,
       829 ,     1 ,   4 ,OPEN       ,  94 ,10/24/23,29NR12195       ,O ,15 ,A ,                ,James,
       829 ,     1 ,   4 ,OPEN       , 120 ,11/19/23,252NR12195      ,O , 4 ,A ,                ,Relief,
       829 ,     1 ,   4 ,OPEN       , 162 ,12/31/23,252NR12241      ,O ,15 ,L ,                ,James,
       829 ,     1 ,   4 ,OPEN       , 185 ,01/23/24,252NR12241      ,O ,15 ,A ,                ,James,
       829 ,     1 ,   4 ,BRED       , 209 ,02/16/24,252NR12241      ,- ,15 ,A ,                ,James,
       830 ,     1 ,   3 ,DRY        , 301 ,07/21/23,                ,  ,   ,  ,                ,,
       830 ,     8 ,   3 ,DIED       , 342 ,08/31/23,                ,  ,   ,  ,                ,,
       830 ,    10 ,   3 ,MOVE       , 449 ,12/16/23,F010T008        ,  ,   ,  ,                ,,
       831 ,     4 ,   3 ,DRY        , 439 ,11/16/23,                ,  ,   ,  ,                ,,
       831 ,    10 ,   4 ,FRESH      ,   0 ,12/07/23,                ,  ,   ,  ,                ,,
       831 ,     3 ,   4 ,MAST       ,   0 ,12/07/23,LRRR            ,  ,   ,  ,                ,,
       831 ,     7 ,   4 ,LAB        ,   1 ,12/08/23,ER              ,  ,   ,  ,                ,,
       831 ,     7 ,   4 ,LAB        ,   1 ,12/08/23,R A             ,  ,   ,  ,                ,,
       831 ,     7 ,   4 ,MOVE       ,   5 ,12/12/23,F007T003        ,  ,   ,  ,                ,,
       831 ,     3 ,   4 ,LAB        ,   8 ,12/15/23,R               ,  ,   ,  ,                ,,
       831 ,     3 ,   4 ,MOVE       ,  41 ,01/17/24,F003T002        ,  ,   ,  ,                ,,
       831 ,     2 ,   4 ,OPEN       ,  59 ,02/04/24,252NR12241      ,O ,15 ,C ,                ,James,
       831 ,     2 ,   4 ,BRED       ,  81 ,02/26/24,252NR12241      ,- ,15 ,E ,                ,James,
       832 ,    11 ,   4 ,FRESH      ,   0 ,08/14/23,                ,  ,   ,  ,                ,,
       832 ,     7 ,   4 ,LAB        ,   2 ,08/16/23,ERE             ,  ,   ,  ,                ,,
       832 ,     3 ,   4 ,MOVE       ,   2 ,08/16/23,F003T007        ,  ,   ,  ,                ,,
       832 ,     7 ,   4 ,MOVE       ,   5 ,08/19/23,F007T005        ,  ,   ,  ,                ,,
       832 ,     5 ,   4 ,OPEN       ,  83 ,11/05/23,11AN1504        ,O ,15 ,L ,                ,James,
       832 ,     5 ,   4 ,LAB        ,  95 ,11/17/23,ER              ,  ,   ,  ,                ,,
       832 ,     5 ,   4 ,OPEN       , 125 ,12/17/23,252NR12241      ,O ,15 ,C ,                ,James,
       832 ,     5 ,   4 ,LAB        , 134 ,12/26/23,MASTALER        ,  ,   ,  ,                ,,
       832 ,     5 ,   4 ,OPEN       , 148 ,01/09/24,252NR12241      ,O ,15 ,A ,                ,James,
       832 ,     5 ,   4 ,BRED       , 169 ,01/30/24,252NR12241      ,- ,15 ,E ,                ,James,
       833 ,     1 ,   3 ,DRY        , 344 ,08/24/23,                ,  ,   ,  ,                ,,
       833 ,    10 ,   3 ,CUDMV      , 371 ,09/20/23,                ,  ,   ,  ,                ,,
       833 ,    11 ,   4 ,FRESH      ,   0 ,10/24/23,                ,  ,   ,  ,                ,,
       833 ,     3 ,   4 ,LAB        ,   1 ,10/25/23,EASE            ,  ,   ,  ,                ,,
       833 ,     3 ,   4 ,LAB        ,   1 ,10/25/23,RUMA            ,  ,   ,  ,                ,,
       833 ,     3 ,   4 ,LAB        ,   4 ,10/28/23,ERE             ,  ,   ,  ,                ,,
       833 ,     3 ,   4 ,LAB        ,   5 ,10/29/23,RUMA            ,  ,   ,  ,                ,,
       833 ,     3 ,   4 ,MOVE       ,  42 ,12/05/23,F003T004        ,  ,   ,  ,                ,,
       833 ,     4 ,   4 ,OPEN       ,  83 ,01/15/24,252NR12241      ,O ,15 ,E ,                ,James,
       833 ,     4 ,   4 ,OPEN       , 104 ,02/05/24,252NR12241      ,O ,15 ,E ,                ,James,
       833 ,     4 ,   4 ,BRED       , 125 ,02/26/24,252NR12241      ,- ,15 ,C ,                ,James,
       836 ,    11 ,   4 ,FRESH      ,   0 ,09/04/23,                ,  ,   ,  ,                ,,
       836 ,     3 ,   4 ,MOVE       ,  37 ,10/11/23,F003T001        ,  ,   ,  ,                ,,
       836 ,     1 ,   4 ,OPEN       ,  60 ,11/03/23,11AN1504        ,O ,15 ,L ,                ,James,
       836 ,     1 ,   4 ,MAST       ,  67 ,11/10/23,LR              ,  ,   ,  ,                ,,
       836 ,     7 ,   4 ,OPEN       , 101 ,12/14/23,252NR12241      ,O ,15 ,C ,                ,James,
       836 ,     7 ,   4 ,PREG       , 124 ,01/06/24,252NR12241      ,P ,15 ,C ,                ,James,
       836 ,     7 ,   4 ,MOVE       , 124 ,01/06/24,F007T001        ,  ,   ,  ,                ,,
       836 ,     7 ,   4 ,MOVE       , 137 ,01/19/24,F007T005        ,  ,   ,  ,                ,,
       837 ,     1 ,   3 ,DRY        , 283 ,07/21/23,                ,  ,   ,  ,                ,,
       837 ,    10 ,   3 ,CUDMV      , 344 ,09/20/23,                ,  ,   ,  ,                ,,
       837 ,    11 ,   4 ,FRESH      ,   0 ,10/31/23,                ,  ,   ,  ,                ,,
       837 ,     3 ,   4 ,LAB        ,   3 ,11/03/23,PASTE           ,  ,   ,  ,                ,,
       837 ,     3 ,   4 ,LAB        ,  24 ,11/24/23,MASTALER        ,  ,   ,  ,                ,,
       837 ,     3 ,   4 ,LAB        ,  24 ,11/24/23,ER              ,  ,   ,  ,                ,,
       837 ,     3 ,   4 ,LAME       ,  35 ,12/05/23,RR W            ,  ,   ,  ,                ,,
       837 ,     5 ,   4 ,OPEN       ,  85 ,01/24/24,252NR12241      ,O ,15 ,C ,                ,James,
       837 ,     5 ,   4 ,BRED       , 104 ,02/12/24,252NR12241      ,- ,15 ,C ,                ,James,
       838 ,    11 ,   4 ,FRESH      ,   0 ,08/06/23,TWIN            ,  ,   ,  ,                ,,
       838 ,     3 ,   4 ,LAB        ,   1 ,08/07/23,PASTE           ,  ,   ,  ,                ,,
       838 ,     3 ,   4 ,LAB        ,   6 ,08/12/23,ERE             ,  ,   ,  ,                ,,
       838 ,     3 ,   4 ,MOVE       ,  37 ,09/12/23,F003T004        ,  ,   ,  ,                ,,
       838 ,     4 ,   4 ,LAB        ,  43 ,09/18/23,ERE             ,  ,   ,  ,                ,,
       838 ,     4 ,   4 ,PREG       ,  66 ,10/11/23,528J4887        ,P ,15 ,A ,                ,James,
       839 ,     4 ,   3 ,OPEN       , 241 ,09/11/23,11AN1504        ,O ,15 ,A ,                ,James,
       839 ,     4 ,   3 ,BRED       , 262 ,10/02/23,11AN1504        ,- ,15 ,A ,                ,James,
       839 ,     4 ,   3 ,MOVE       , 292 ,11/01/23,F004T002        ,  ,   ,  ,                ,,
       839 ,     8 ,   3 ,SOLD       , 298 ,11/07/23,BREEDING        ,  ,   ,  ,                ,,
       839 ,     2 ,   3 ,MOVE       , 298 ,11/07/23,F002T008        ,  ,   ,  ,                ,,
       841 ,     4 ,   3 ,MAST       , 267 ,08/22/23,                ,  ,   ,  ,                ,,
       841 ,     7 ,   3 ,LAB        , 268 ,08/23/23,ERE             ,  ,   ,  ,                ,,
       841 ,     7 ,   3 ,LAB        , 303 ,09/27/23,ERE             ,  ,   ,  ,                ,,
       841 ,     7 ,   3 ,MOVE       , 312 ,10/06/23,F007T005        ,  ,   ,  ,                ,,
       841 ,     2 ,   3 ,DRY        , 374 ,12/07/23,                ,  ,   ,  ,                ,,
       841 ,    10 ,   3 ,CUDMV      , 401 ,01/03/24,                ,  ,   ,  ,                ,,
       841 ,    11 ,   4 ,FRESH      ,   0 ,01/09/24,                ,  ,   ,  ,                ,,
       841 ,     3 ,   4 ,LAB        ,   1 ,01/10/24,RA              ,  ,   ,  ,                ,,
       841 ,     3 ,   4 ,LAB        ,   2 ,01/11/24,R A             ,  ,   ,  ,                ,,
       841 ,     3 ,   4 ,LAB        ,  43 ,02/21/24,RA              ,  ,   ,  ,                ,,
       841 ,     3 ,   4 ,LAB        ,  44 ,02/22/24,ER              ,  ,   ,  ,                ,,
       841 ,     3 ,   4 ,MOVE       ,  44 ,02/22/24,F003T001        ,  ,   ,  ,                ,,
       853 ,     2 ,   4 ,PREG       ,  58 ,07/01/23,11AN1497        ,P ,15 ,C ,                ,James,
       853 ,     2 ,   4 ,LAB        , 177 ,10/28/23,ERE             ,  ,   ,  ,                ,,
       853 ,     2 ,   4 ,LAB        , 177 ,10/28/23,454             ,  ,   ,  ,                ,,
       853 ,     2 ,   4 ,MOVE       , 182 ,11/02/23,F002T001        ,  ,   ,  ,                ,,
       853 ,     2 ,   4 ,LAB        , 212 ,12/02/23,ER              ,  ,   ,  ,                ,,
       853 ,     2 ,   4 ,LAB        , 212 ,12/02/23,                ,  ,   ,  ,                ,,
       853 ,     2 ,   4 ,LAB        , 256 ,01/15/24,MASTALER        ,  ,   ,  ,                ,,
       853 ,     2 ,   4 ,DRY        , 280 ,02/08/24,                ,  ,   ,  ,                ,,
       854 ,    11 ,   4 ,FRESH      ,   0 ,09/08/23,                ,  ,   ,  ,                ,,
       854 ,     3 ,   4 ,MOVE       ,  34 ,10/12/23,F003T001        ,  ,   ,  ,                ,,
       854 ,     1 ,   4 ,LAME       ,  80 ,11/27/23,LR W            ,  ,   ,  ,                ,,
       854 ,     1 ,   4 ,PREG       ,  92 ,12/09/23,252NR12241      ,P , 4 ,C ,                ,Relief,
       854 ,     1 ,   4 ,LAME       , 102 ,12/19/23,LR W            ,  ,   ,  ,                ,,
       854 ,     1 ,   4 ,LAME       , 109 ,12/26/23,LR W            ,  ,   ,  ,                ,,
       854 ,     1 ,   4 ,LAB        , 138 ,01/24/24,MASTALER        ,  ,   ,  ,                ,,
       854 ,     1 ,   4 ,LAB        , 139 ,01/25/24,ER              ,  ,   ,  ,                ,,
       854 ,     1 ,   4 ,LAME       , 157 ,02/12/24,RR W            ,  ,   ,  ,                ,,
       854 ,     1 ,   4 ,LAME       , 165 ,02/20/24,RR W            ,  ,   ,  ,                ,,
       857 ,    11 ,   4 ,FRESH      ,   0 ,09/15/23,                ,  ,   ,  ,                ,,
       857 ,     3 ,   4 ,MOVE       ,  33 ,10/18/23,F003T002        ,  ,   ,  ,                ,,
       857 ,     2 ,   4 ,MOVE       ,  47 ,11/01/23,F002T004        ,  ,   ,  ,                ,,
       857 ,     4 ,   4 ,OPEN       ,  77 ,12/01/23,29NR12241       ,O ,15 ,E ,                ,James,
       857 ,     4 ,   4 ,OPEN       ,  98 ,12/22/23,29NR12241       ,O ,15 ,A ,                ,James,
       857 ,     4 ,   4 ,PREG       , 121 ,01/14/24,252NR12241      ,P , 5 ,A ,                ,Others,
       859 ,     4 ,   3 ,MOVE       , 503 ,10/17/23,F004T008        ,  ,   ,  ,                ,,
       859 ,     8 ,   3 ,SOLD       , 503 ,10/17/23,BREEDING        ,  ,   ,  ,                ,,
